Id,Sex,Age,Industry,Constellation,sentiment,Sentiment
3461400,female,17,Student,Scorpio,,-0.03968025789861399
3461532,female,25,,Gemini,,0.08661133780230695
3461609,male,13,Student,Capricorn,,0.005021569899374664
3461750,male,46,,Gemini,,0.18555697278911568
3461754,male,34,,Virgo,,0.09175197925197925
3461829,male,24,Student,Sagittarius,,0.3153710091991342
3462031,male,36,,Taurus,,0.08669778669617526
3462052,male,43,Technology,Pisces,,0.02640022382920111
3462164,male,27,Technology,Sagittarius,,0.07168760385237657
3462314,male,25,Communications-Media,Libra,,0.06831010022586109
3462412,male,15,Non-Profit,Taurus,,0.04562514681700728
3462532,female,15,,Virgo,,0.08864602803147702
3462637,male,27,,Sagittarius,,0.045400039025617726
3462659,female,34,Advertising,Pisces,,0.018486399078504336
3462752,male,16,Student,Aquarius,,0.021043663677592257
3462770,female,23,Architecture,Virgo,,0.06344923216514126
3462817,female,25,,Libra,,0.07596114842536598
3462829,female,15,,Sagittarius,,-0.00557508157145434
3462845,female,24,Publishing,Pisces,,0.11030071205826238
3462878,male,16,Student,Cancer,,-0.04399600641383767
3462927,female,33,Arts,Scorpio,,0.06297704731915259
3463001,male,41,Biotech,Leo,,0.07902845756985102
3463044,female,37,,Pisces,,0.09332833695704315
3463066,female,15,,Cancer,,-0.0019839833308978915
3463074,male,13,Student,Scorpio,,0.09747423136123134
3463195,female,37,Internet,Virgo,,0.0852809541847042
3463392,male,24,,Scorpio,,0.10817699414124565
3463514,male,36,Advertising,Sagittarius,,0.058081403576261716
3463613,male,14,Student,Aquarius,,0.09323312262232716
3463615,male,15,Student,Aries,,0.050814153439153444
3463698,male,24,Chemicals,Cancer,,0.05211078435912232
3463708,female,35,,Aquarius,,0.06812481781503521
3463756,female,24,Student,Aquarius,,0.09061611126753404
3463779,male,17,,Taurus,,0.015164267390457857
3463885,male,42,,Gemini,,0.12563559995321114
3464024,male,40,Tourism,Cancer,,0.11690995670995669
3464273,male,24,,Pisces,,0.0842746507431173
3464276,female,16,Student,Taurus,,0.07841862304362304
3464342,female,27,Education,Aries,,0.051111111111111114
3464354,male,13,Education,Pisces,,0.028044871794871792
3464357,male,41,Technology,Leo,,0.07379687738662097
3464361,female,17,Student,Leo,,0.14554868344907407
3464367,female,33,Education,Taurus,,0.14550669938927516
3464371,female,24,,Scorpio,,0.21223974438260157
3464374,male,27,Banking,Gemini,,0.12990990876407543
3464412,female,26,,Taurus,,0.16897251828550466
3464451,male,23,Technology,Aquarius,,0.08983574306413333
3464484,female,24,,Aries,,0.05339227282889255
3464571,female,17,,Gemini,,0.10212679473304473
3464652,male,17,,Pisces,,0.054720761175189106
3464807,male,15,Non-Profit,Libra,,0.1042107793477931
3464820,female,15,,Aquarius,,-0.07221792052264747
3464884,female,17,,Scorpio,,0.03670648915260986
3464952,female,25,Communications-Media,Leo,,0.14774554758107392
3465060,female,25,Arts,Aquarius,,0.1857643014879857
3465344,male,35,Non-Profit,Leo,,0.08443216774612124
3465409,male,16,Student,Gemini,,0.20244022366522366
3465484,female,26,,Aquarius,,0.036866384546909936
3465514,male,16,,Cancer,,0.030640659668885475
3465662,female,16,,Cancer,,0.03888295579333315
3465669,male,16,,Libra,,-0.07761700490867159
3465724,male,17,Arts,Gemini,,0.11604564009430339
3465750,female,23,Arts,Pisces,,0.07403113186171037
3465753,male,40,,Sagittarius,,0.1102888628600654
3465792,female,15,Student,Sagittarius,,0.04852632803484751
3465801,female,15,Student,Sagittarius,,-0.005902820615031154
3465803,female,15,Student,Leo,,0.11669782040875792
3465834,female,25,Student,Gemini,,0.08305098664318797
3465835,female,23,,Pisces,,0.07833925565175565
3465910,female,26,,Aries,,0.0706355118266861
3465939,male,23,,Taurus,,-0.009682009167303284
3465973,male,24,,Leo,,0.1042586096767041
3466070,male,16,Student,Pisces,,0.07143431495405181
3466074,female,25,Government,Taurus,,0.10510650428753879
3466091,male,34,Technology,Cancer,,0.03866495526331593
3466125,female,40,,Sagittarius,,0.16275373916987843
3466141,male,15,Student,Sagittarius,,0.018530282331511834
3466153,female,35,,Aries,,0.03836025171487128
3466199,male,25,,Leo,,-0.00838896914510754
3466221,male,26,Student,Leo,,0.1438857617322291
3466286,male,17,Student,Pisces,,0.07946210552732291
3466316,female,16,Student,Sagittarius,,0.12869641135130655
3466318,female,17,Student,Pisces,,-0.0947530864197531
3466321,female,27,Government,Libra,,0.10740888264084139
3466467,male,17,,Scorpio,,0.09952687751236858
3466507,male,17,Student,Libra,,0.05040223784102302
3466572,female,23,,Leo,,0.1485516957851517
3466588,female,16,,Virgo,,0.18551164476799245
3466592,male,25,,Pisces,,0.08089219239811912
3466648,male,33,,Gemini,,0.22618769298204783
3466654,female,46,Communications-Media,Pisces,,0.057076865468409586
3466676,male,24,Technology,Cancer,,0.052693385835182155
3466702,male,15,Student,Gemini,,-0.015152493931563694
3466708,female,16,Student,Scorpio,,0.1501533508892892
3466737,female,27,,Virgo,,0.1332820975537097
3466740,female,23,,Virgo,,0.17408022520175295
3466843,female,24,Banking,Scorpio,,0.10458333333333332
3466994,male,33,Telecommunications,Aquarius,,0.11840660760428201
3467002,female,33,,Cancer,,0.05110322813253909
3467154,female,16,Student,Virgo,,0.15401776794749933
3467164,female,13,,Scorpio,,0.12704087301587302
3467282,female,23,,Aries,,0.0053215663580246896
3467296,male,24,Advertising,Virgo,,0.06873239697631475
3467386,female,16,,Taurus,,0.096840564738292
3467500,female,25,,Cancer,,0.0946428356696214
3467678,male,13,Student,Aquarius,,0.19994108832344126
3467867,female,16,Student,Aquarius,,0.07978768243408475
3467880,male,23,BusinessServices,Cancer,,0.08809856005508179
3467934,male,24,Communications-Media,Libra,,0.027698412698412698
3468267,male,15,,Scorpio,,0.05824918510210286
3468363,female,26,Accounting,Sagittarius,,0.1505063609230276
3468490,male,14,Environment,Sagittarius,,0.04872854159089385
3468570,male,17,Student,Cancer,,0.060151144312142045
3468625,female,36,,Pisces,,0.10945546896552186
3468715,female,25,Internet,Sagittarius,,0.12614465879090192
3468759,female,25,,Leo,,0.06057049150036955
3468903,female,24,Communications-Media,Scorpio,,0.0585339149951102
3468910,female,14,Student,Cancer,,-0.06234777366660556
3469096,female,16,,Aquarius,,0.015551443777250226
3469176,male,17,Engineering,Scorpio,,0.09620857657967033
3469195,female,27,,Pisces,,0.0014480880230880227
3469242,female,27,Accounting,Scorpio,,0.11598403608076226
3469260,male,14,Student,Capricorn,,0.10176375507704753
3469302,male,16,Student,Aquarius,,-0.01746880570409982
3469346,male,38,Environment,Pisces,,-0.041099901493737115
3469665,female,23,Military,Taurus,,0.11283511316441423
3469800,male,16,,Capricorn,,0.0916560201316299
3470087,male,15,,Gemini,,0.016150195906026805
3470138,male,27,Student,Virgo,,-0.009371949099671878
3470199,female,17,,Capricorn,,0.0007045732045732044
3470213,female,14,Student,Leo,,0.042134770075045576
3470264,female,13,,Libra,,0.16658443934866698
3470459,male,25,,Virgo,,0.11409665191834309
3470631,male,27,Technology,Taurus,,0.043979485943155025
3470653,male,16,Student,Libra,,0.1323541263700838
3470662,male,16,Student,Capricorn,,0.08195715671172023
3470688,female,13,Student,Aries,,0.29702959731240985
3470844,female,26,,Libra,,0.08180061628128849
3470958,female,15,,Leo,,0.13855266832323795
3470970,male,15,Student,Virgo,,0.037968641612962456
3471118,female,37,Technology,Libra,,0.06488823903291496
3471123,male,23,,Leo,,0.10380603143901018
3471207,male,24,Technology,Aries,,0.07270491764959457
3471264,female,26,Accounting,Gemini,,0.14331116616630388
3471315,male,27,,Libra,,0.007399946226177464
3471372,male,39,Architecture,Sagittarius,,0.06366330055276542
3471383,female,14,,Gemini,,0.05961734693877552
3471394,male,24,,Aries,,0.06241120419361161
3471441,male,26,Technology,Aries,,0.1227300490903432
3471498,male,15,Student,Aquarius,,0.10824868583797155
3471510,male,15,Technology,Aquarius,,0.035063268628823134
3471653,female,26,Student,Cancer,,0.11561854654299711
3471722,female,14,,Capricorn,,0.11635841836734695
3471726,female,14,,Capricorn,,0.023178013163722005
3471727,female,24,,Virgo,,0.04924832339791356
3471733,female,14,,Aries,,0.19495085776328194
3471740,female,27,RealEstate,Capricorn,,0.10066281062283969
3471760,male,44,,Pisces,,0.12427566051673196
3471773,female,16,,Capricorn,,0.0870986779261427
3471824,female,16,Student,Scorpio,,0.006208681566629338
3471842,female,25,Arts,Taurus,,0.04382230293247242
3471937,female,23,BusinessServices,Libra,,0.1167646799979342
3471988,female,26,Technology,Leo,,0.13087773031015895
3472003,female,23,Government,Virgo,,0.06117582580241479
3472026,male,15,Student,Sagittarius,,0.04354107162033992
3472094,female,27,BusinessServices,Aquarius,,0.06920259503321667
3472105,female,23,Communications-Media,Scorpio,,0.11064790764790765
3472259,male,26,Student,Virgo,,0.0887651821323408
3472301,female,47,RealEstate,Gemini,,0.09508996623183887
3472321,male,45,Non-Profit,Leo,,0.043741443741443745
3472482,female,34,,Taurus,,0.07356274964970619
3472590,female,25,,Scorpio,,0.13133044733044735
3472639,male,25,Education,Taurus,,0.15877927875695733
3472790,female,15,,Capricorn,,0.15968485596241205
3472831,female,24,,Taurus,,0.10110104555703646
3472928,female,26,Education,Pisces,,0.09950183256729553
3472942,male,24,Technology,Leo,,0.03789485421897661
3473040,female,37,,Aries,,0.10301385214579659
3473144,female,15,,Gemini,,0.08589210936900013
3473146,female,26,Communications-Media,Virgo,,0.010961064656464285
3473164,female,25,,Pisces,,0.054155747260086096
3473174,female,26,BusinessServices,Capricorn,,0.0560191311692365
3473214,male,24,,Taurus,,0.06851074796309709
3473302,female,26,,Gemini,,0.07329959641355224
3473324,female,23,Science,Gemini,,0.10413537914842057
3473351,female,33,Law,Scorpio,,0.04098982727488806
3473655,female,33,Education,Aquarius,,0.015878500750949733
3473679,female,23,Engineering,Leo,,0.07642807589236161
3473709,male,25,Non-Profit,Pisces,,0.09924929291425363
3473863,female,26,Internet,Capricorn,,0.061649764844209275
3473874,female,24,Transportation,Libra,,0.10366338900801518
3474001,male,25,Technology,Capricorn,,0.0680658277692176
3474005,male,34,Consulting,Libra,,0.21427012471655332
3474008,female,24,,Sagittarius,,0.04610737365877061
3474036,female,13,,Pisces,,0.025170068027210883
3474047,male,17,,Libra,,0.050126954221614416
3474281,male,14,Museums-Libraries,Scorpio,,0.04697055757478444
3474308,male,16,,Cancer,,0.12148637203357666
3474406,female,15,Student,Leo,,0.07487633489709704
3474486,female,16,,Sagittarius,,0.035562314553542626
3474500,female,16,,Gemini,,0.05170060157560157
3474606,female,26,,Scorpio,,0.03591600529100529
3474680,male,36,Architecture,Aquarius,,0.08550591931708952
3474777,male,24,HumanResources,Capricorn,,0.07302610876262092
3474820,female,14,Student,Virgo,,0.11305039017794946
3474823,male,16,,Virgo,,0.0633087572150072
3474855,female,25,,Leo,,0.08524736451819787
3474897,male,15,Government,Leo,,0.030640659668885475
3474915,female,23,Banking,Sagittarius,,0.08651734576992309
3475008,female,13,RealEstate,Virgo,,0.04750404923874312
3475024,male,23,,Scorpio,,0.11935448959642508
3475115,male,26,,Capricorn,,0.06121293290043289
3475178,female,15,,Sagittarius,,0.043803308902318795
3475218,male,16,Government,Libra,,0.11143803821626402
3475397,male,25,Consulting,Leo,,0.07473448105392552
3475448,female,25,,Leo,,0.04588124426915058
3475460,female,25,Non-Profit,Pisces,,0.04968206157965194
3475463,female,38,Science,Capricorn,,0.05481205302633874
3475491,female,34,Accounting,Virgo,,0.06998598815013803
3475493,male,25,,Leo,,0.08689926720305508
3475516,male,48,Marketing,Scorpio,,0.15490659613091123
3475566,female,35,,Cancer,,0.020522555096418732
3475747,female,48,Banking,Pisces,,0.016287649953694725
3475833,male,15,Student,Leo,,0.085607824622344
3475886,male,23,,Pisces,,0.08980554253046136
3475899,male,26,,Cancer,,0.058913480267955474
3475917,male,24,,Pisces,,0.09109849765568606
3475992,female,33,,Libra,,0.10543787629994526
3476061,female,14,Student,Sagittarius,,0.09085839316703853
3476069,male,26,,Capricorn,,-0.010022095959595967
3476096,female,33,Communications-Media,Gemini,,0.08031738237756755
3476107,female,25,Arts,Libra,,0.029610633400515996
3476253,male,16,Student,Aquarius,,0.05379936160070088
3476335,female,27,,Gemini,,0.0376483134920635
3476348,male,26,Advertising,Scorpio,,0.040596738111232544
3476386,female,24,Student,Pisces,,0.021354901836921965
3476460,male,17,Accounting,Gemini,,0.0948439301508187
3476464,male,24,Arts,Cancer,,0.08907257789136187
3476502,female,16,Education,Aries,,-0.03456330063785421
3476516,male,27,Student,Taurus,,0.063181974938992
3476526,male,24,Government,Scorpio,,0.04893670262717882
3476629,female,23,,Virgo,,0.02380025287344679
3476799,male,24,,Leo,,0.006385869565217389
3476842,male,24,Architecture,Capricorn,,0.05145142003410312
3477041,male,17,,Aquarius,,0.07516193383730696
3477078,female,23,,Aries,,0.11468756420502466
3477128,female,34,,Scorpio,,0.03748856383273369
3477153,female,15,Student,Virgo,,0.0004725523659347246
3477185,male,24,,Libra,,0.09579401910835626
3477295,female,14,Education,Gemini,,0.06575925209447937
3477296,male,15,Student,Virgo,,0.01102981392246244
3477300,male,36,Technology,Leo,,0.07329880274251135
3477568,female,26,Engineering,Leo,,0.07799681443249624
3477597,male,27,Consulting,Leo,,0.052703120796341124
3477611,male,17,Student,Cancer,,0.0855874486397818
3477699,male,17,,Pisces,,0.060618211798909076
3477718,male,16,Student,Aries,,0.11777746895360532
3477900,male,15,Student,Cancer,,0.11082637600494742
3477907,female,24,Education,Leo,,0.059289702029373635
3477950,male,13,Technology,Sagittarius,,0.19990942028985506
3478332,female,23,Non-Profit,Aquarius,,0.04249290662924749
3478335,female,26,Telecommunications,Taurus,,0.11268161270884168
3478399,female,23,,Cancer,,0.10281318376759742
3478510,male,16,Student,Aries,,0.04094906684076889
3478771,male,14,,Aquarius,,-0.02546137889499233
3479211,female,27,Advertising,Aries,,-0.06949228181024297
3479275,female,24,,Gemini,,-0.010635321468654804
3479400,male,23,Military,Leo,,0.037465047477324265
3479442,female,14,,Capricorn,,0.15081470443895645
3479519,male,17,Student,Aquarius,,0.10647103216068733
3479663,male,25,Automotive,Virgo,,0.10501513689013689
3479668,female,37,,Aquarius,,0.14689629018522463
3479692,male,25,Advertising,Aries,,0.10668831664197266
3479737,female,24,,Taurus,,0.09607863291927442
3479785,male,23,,Pisces,,0.09200571895424836
3479827,male,24,Student,Pisces,,0.12047228819073647
3479857,male,16,Student,Libra,,0.044745436616760136
3479860,male,41,Communications-Media,Cancer,,0.1097425673177988
3479896,male,25,Government,Aquarius,,0.11343540621906355
3479963,male,14,Student,Taurus,,-0.06618288448509485
3480066,male,24,,Aries,,0.08912538079204746
3480288,male,14,Education,Pisces,,0.06279901730483126
3480394,male,24,,Aquarius,,0.06660004263413354
3480399,female,35,Automotive,Leo,,0.02261573721093111
3480441,female,27,,Virgo,,0.10752956513183787
3480522,male,16,Education,Taurus,,0.08648497537840459
3480619,male,27,HumanResources,Sagittarius,,0.11086139353341189
3480731,male,26,Technology,Aquarius,,0.08081204470055539
3480746,female,23,Government,Aquarius,,0.07242665667665668
3480793,male,27,Law,Sagittarius,,0.048879264069264065
3480808,male,48,Communications-Media,Aquarius,,0.018004092261904758
3480813,male,14,Student,Scorpio,,0.14923840455334594
3480937,male,14,Student,Pisces,,0.05083628659566787
3480938,female,25,Arts,Aquarius,,0.06944986505339086
3480958,female,24,Government,Gemini,,0.1330742847495184
3481255,male,26,,Sagittarius,,0.1171465361413278
3481279,male,23,Non-Profit,Aquarius,,0.10265515050138357
3481376,male,34,,Aries,,0.020298563198953824
3481381,male,25,Technology,Virgo,,0.030313569872393406
3481424,female,17,Arts,Sagittarius,,0.06111367039322799
3481650,female,17,Student,Gemini,,0.081206032629502
3481803,male,16,Student,Capricorn,,0.020237743659353827
3481855,male,17,Student,Gemini,,-0.20137310606060607
3481866,female,23,Engineering,Pisces,,0.03374017058930852
3481872,female,41,Arts,Sagittarius,,0.04328650344128216
3482033,female,36,Education,Libra,,0.061859903827233366
3482062,male,15,Student,Pisces,,0.1851600419782238
3482193,female,25,Internet,Gemini,,0.052625478067551246
3482287,female,26,,Libra,,0.11841909997102636
3482296,male,23,,Capricorn,,0.08440281253757816
3482303,female,33,,Pisces,,0.08909627294731023
3482373,male,25,Tourism,Pisces,,0.1199485796127587
3482427,female,23,Education,Aries,,-0.006450291606541605
3482538,female,25,Internet,Capricorn,,0.08328125722406919
3482564,male,26,Engineering,Libra,,0.16200055463322893
3482603,male,44,,Sagittarius,,0.1104963765809354
3482668,male,15,,Libra,,0.04583477937908317
3482717,female,15,,Cancer,,0.14154617839199848
3482737,female,16,Student,Taurus,,0.034440688319203945
3482739,male,40,Technology,Scorpio,,0.11906063843563844
3482824,male,27,Consulting,Aquarius,,0.050367372353673716
3482840,female,13,Student,Leo,,0.09518375809559584
3482844,male,27,Architecture,Scorpio,,0.10988538719978115
3482945,male,23,Non-Profit,Scorpio,,0.08747521802149447
3482947,female,40,Advertising,Leo,,-0.04014863547758284
3483001,male,16,Student,Virgo,,-0.008677874782697619
3483023,male,14,Student,Taurus,,0.09726384543956312
3483026,female,13,Arts,Taurus,,0.04521707761862542
3483063,female,16,,Sagittarius,,0.05187629399585922
3483108,female,23,Arts,Cancer,,0.07634910086770401
3483118,male,26,Student,Cancer,,0.1001768758481928
3483262,male,24,Banking,Libra,,0.04542217813051146
3483306,male,23,Manufacturing,Gemini,,0.018580968078876027
3483325,female,27,Non-Profit,Pisces,,0.05175883372909549
3483338,female,39,,Leo,,0.12905920789819092
3483348,female,17,Fashion,Aries,,0.20071961740596045
3483362,male,16,Student,Taurus,,-0.15059455781306363
3483449,female,23,Arts,Sagittarius,,0.12071521002763419
3483450,male,25,Military,Gemini,,0.09932532695032696
3483504,female,16,Chemicals,Aquarius,,0.12567959564313888
3483536,female,23,,Scorpio,,0.061622850678748085
3483574,male,39,Consulting,Aquarius,,0.17725909815195529
3483735,female,27,Internet,Cancer,,-0.036646018123290845
3483786,female,13,Education,Pisces,,0.032570745380479896
3483901,female,23,,Taurus,,-0.01589072158603409
3483907,male,16,Student,Sagittarius,,0.15270803924336532
3483940,female,14,Student,Virgo,,0.02224350038040514
3484008,female,26,Arts,Leo,,0.07932992492379168
3484053,female,14,Arts,Cancer,,0.06653814935064933
3484064,female,25,,Scorpio,,0.125850868959703
3484172,female,27,,Virgo,,0.0446367754813482
3484206,male,17,,Pisces,,-0.02359976123217648
3484215,male,23,Technology,Pisces,,0.07530631949749597
3484223,male,26,,Capricorn,,0.05023980201399557
3484266,female,14,Student,Aquarius,,0.13955036214957578
3484267,male,15,,Taurus,,0.051178075396825395
3484466,male,15,Education,Scorpio,,0.07079064667598406
3484534,female,14,,Libra,,0.0408052156504397
3484571,male,14,Arts,Capricorn,,0.060030345471521945
3484587,female,23,Maritime,Aries,,0.11655295187903883
3484617,female,13,Non-Profit,Aries,,0.10539388405155452
3484640,male,25,LawEnforcement-Security,Aquarius,,-0.012498665223665224
3484704,female,25,Fashion,Aquarius,,0.13121712087316112
3484740,female,17,Student,Aquarius,,0.06970722002161972
3484765,female,23,,Libra,,0.06080402663071102
3484774,female,16,,Leo,,0.06368832364688719
3484860,male,23,,Aries,,0.08708792211645279
3484880,female,25,,Virgo,,0.05060849160849161
3484958,male,24,Education,Gemini,,0.051140482202982195
3485026,male,23,Student,Aries,,0.0959392006802721
3485073,male,15,Education,Virgo,,0.03719158856818771
3485086,female,23,,Gemini,,-0.028395562770562773
3485327,female,14,,Taurus,,0.0372254251088607
3485519,female,13,,Scorpio,,0.035792350262458965
3485630,female,15,Arts,Aries,,0.0819106575366607
3485704,male,16,Student,Pisces,,0.037700302343159485
3485854,female,16,Student,Sagittarius,,0.07685300041733864
3485924,male,15,Student,Virgo,,0.07027821535684303
3486137,female,14,Military,Aries,,0.040327384146666194
3486159,male,13,Student,Leo,,0.03192530799311926
3486165,male,35,,Aries,,0.06854511183261183
3486214,male,39,,Taurus,,0.11771508047850641
3486293,male,24,Education,Libra,,0.1190359585276431
3486419,male,24,Technology,Libra,,0.06801968365940286
3486492,female,17,,Cancer,,0.12158815984257222
3486574,female,15,Student,Gemini,,0.08981452497427833
3486596,female,13,,Scorpio,,0.17054029304029303
3486607,female,16,Student,Sagittarius,,0.05642896584913174
3486625,male,16,Student,Capricorn,,0.04725960907779089
3486652,male,24,Technology,Aquarius,,0.06035064183501684
3486663,female,13,Student,Taurus,,0.04242917583915453
3486721,male,16,Student,Virgo,,-0.012251883918550581
3486834,female,16,Student,Aries,,0.03460398093283065
3487076,female,23,,Gemini,,0.0897889390204109
3487157,female,16,Student,Virgo,,0.1030482288873102
3487175,male,23,Engineering,Virgo,,0.11325635949535601
3487247,male,14,Student,Leo,,0.02733719701859756
3487269,female,25,,Aquarius,,0.16782163984420928
3487283,female,34,,Taurus,,0.08401305308957976
3487346,male,25,Technology,Leo,,0.05121045824094605
3487510,male,26,Publishing,Virgo,,0.20613256589330808
3487588,female,15,Student,Libra,,0.022728911728721074
3487626,male,25,Banking,Pisces,,0.04583333333333333
3487652,male,25,,Libra,,0.1340684624017957
3487658,female,14,,Gemini,,0.04242724867724868
3487670,female,13,,Sagittarius,,-0.013040894290894292
3487761,male,15,Student,Libra,,0.04277036524432358
3487773,female,24,,Gemini,,0.1139929455052223
3487788,male,15,Student,Cancer,,0.14355195271682344
3487969,female,26,,Aries,,0.15893477336970488
3487978,female,13,Education,Taurus,,0.012652298656204907
3488072,female,17,Student,Leo,,-0.12546368309720582
3488121,female,13,,Pisces,,-0.007313268049155143
3488128,male,15,Technology,Aries,,0.148613936988937
3488227,male,23,Engineering,Cancer,,0.0689711735024235
3488328,male,34,Technology,Leo,,0.05577673881673882
3488489,female,14,,Gemini,,0.07982930699005084
3488497,male,13,Student,Virgo,,0.0748693783068783
3488746,female,13,,Libra,,-0.010347879684418143
3488810,male,25,,Capricorn,,0.010421206119076072
3488850,female,17,Student,Libra,,0.09476313340443777
3488906,female,17,Student,Gemini,,0.05675312504848795
3489175,male,35,Transportation,Virgo,,0.08405863824083286
3489191,male,17,Student,Cancer,,-0.04052429052429052
3489244,female,45,,Gemini,,0.056092795514670515
3489377,female,14,Student,Aquarius,,0.052462810881928536
3489518,female,13,,Sagittarius,,0.05768178893178894
3489610,male,25,Non-Profit,Libra,,0.05442110498928681
3489707,female,17,,Aries,,0.0058278065172215595
3489768,female,13,Student,Aries,,0.04079398708635997
3489849,female,15,Student,Cancer,,0.0905280389460077
3489929,female,25,Student,Cancer,,0.05997238720981313
3490038,female,26,,Cancer,,0.058766941663182366
3490080,female,24,Student,Leo,,0.18483116534176805
3490185,female,27,,Aries,,0.06919220396169654
3490198,female,26,,Aries,,0.04102646088871529
3490286,male,23,Law,Cancer,,0.06037779154883338
3490296,male,26,Technology,Leo,,0.08241855374864032
3490316,female,24,LawEnforcement-Security,Aries,,0.09462489242945024
3490341,male,16,Student,Cancer,,0.11454700668172282
3490345,male,17,Student,Virgo,,0.021712662337662336
3490377,male,16,Military,Virgo,,0.06436625214937036
3490402,female,14,,Virgo,,0.06618201150947162
3490429,female,17,Accounting,Sagittarius,,0.03723279886449529
3490500,male,17,,Aquarius,,0.06608934497104996
3490558,male,16,Student,Virgo,,0.037812349687349686
3490604,female,14,Student,Cancer,,0.060269837042297984
3490621,female,17,,Libra,,0.038045227621840524
3490637,male,35,Technology,Gemini,,0.0652062648930465
3490758,male,24,HumanResources,Sagittarius,,0.13290917872332347
3490766,female,25,Fashion,Capricorn,,0.06864990430094597
3490884,female,17,Student,Leo,,0.07014303199560194
3490899,male,15,,Scorpio,,0.09291260128760129
3490915,male,24,Military,Taurus,,0.05736402691048709
3491242,female,25,Telecommunications,Cancer,,0.07454172327643126
3491309,male,16,Student,Pisces,,0.08505507517813218
3491333,male,26,Communications-Media,Gemini,,0.03671854707792208
3491407,male,16,Student,Cancer,,0.09164035963472854
3491430,male,24,Student,Leo,,0.12179577667836337
3491474,male,16,Student,Scorpio,,0.11318877551020408
3491482,male,25,Technology,Libra,,0.09632618947265174
3491506,female,43,,Scorpio,,0.08034936512031048
3491507,male,14,Arts,Libra,,0.060745786951144104
3491668,male,40,,Capricorn,,0.1107328869047619
3491675,male,16,Student,Aries,,0.051796804473143755
3491774,male,36,,Gemini,,0.04856783289798336
3491782,female,25,Education,Leo,,0.027327628968253977
3491822,female,34,Education,Pisces,,0.13530268905268905
3491958,female,25,Student,Leo,,0.09482992285492285
3491965,male,16,,Cancer,,0.15110149110149113
3492059,male,16,Student,Cancer,,0.08145270018781924
3492066,female,34,Student,Cancer,,0.06208531501354705
3492118,female,16,,Aries,,0.08517288312031183
3492157,male,36,Religion,Cancer,,0.08300961454370546
3492164,male,16,Non-Profit,Aquarius,,0.05447060368463789
3492175,male,16,Student,Taurus,,0.08849269750836507
3492176,male,17,,Libra,,0.11568562492985249
3492203,female,27,,Aquarius,,0.036475283975283976
3492225,male,17,,Leo,,0.09265988884409937
3492238,female,17,Student,Aries,,0.08983593522664488
3492272,female,13,Student,Scorpio,,0.13856071446257362
3492430,female,23,,Aries,,0.23638845889939372
3492439,male,33,,Pisces,,0.10050367116543588
3492445,male,39,,Leo,,0.11109744990892531
3492462,female,42,,Cancer,,0.03538600288600289
3492473,female,14,Student,Aquarius,,0.04832515787447087
3492625,female,13,Student,Virgo,,0.10125792970132592
3492673,female,15,,Capricorn,,0.16921469213989979
3492762,male,25,,Gemini,,0.10218546736302418
3492766,female,16,Student,Pisces,,-0.012534722222222221
3492785,male,36,,Taurus,,0.07642493027161357
3492896,female,14,,Sagittarius,,0.08648345221613944
3492931,male,14,,Libra,,0.060886623677251006
3492932,female,17,Student,Pisces,,0.0791748876123876
3492963,male,15,Student,Leo,,0.022599323386537116
3493010,female,13,,Pisces,,0.06770727821515002
3493011,female,24,Student,Aries,,0.051695464582451306
3493154,female,38,Science,Aries,,0.031837194337194334
3493218,female,24,,Cancer,,0.011947453749484206
3493229,male,13,Student,Capricorn,,-0.023849483849483846
3493285,male,17,Student,Scorpio,,0.10354163841134463
3493337,female,23,Accounting,Aquarius,,0.02821048299944404
3493432,male,24,Chemicals,Virgo,,0.01123133975812547
3493549,female,17,Student,Gemini,,0.05089314370381622
3493661,female,16,,Leo,,0.0665825334136865
3493670,male,17,Student,Pisces,,0.045155598859372564
3493680,female,26,,Pisces,,0.04244651649998471
3493703,female,14,Communications-Media,Leo,,0.12350788745966432
3493704,male,26,Engineering,Cancer,,0.10198635990720924
3493727,male,23,,Aquarius,,0.07603003721424774
3493732,male,23,Marketing,Aquarius,,0.09394745604012845
3493735,female,15,Student,Libra,,0.22000019409352167
3494040,male,46,,Aquarius,,0.09103343200124916
3494049,female,17,Student,Capricorn,,0.04525312306320632
3494066,female,15,,Virgo,,0.12997680890538033
3494091,male,33,Manufacturing,Libra,,0.12664229722823472
3494117,male,37,Technology,Virgo,,0.10411608431251287
3494138,male,17,Student,Pisces,,0.08453561980347694
3494268,female,16,,Sagittarius,,0.015314360119047632
3494384,male,17,Student,Scorpio,,0.03352075521916924
3494693,female,23,Student,Gemini,,0.07371899968601357
3494729,male,17,Student,Leo,,0.07637913822660498
3495165,female,25,,Cancer,,0.08022426103308457
3495224,male,16,Student,Aries,,0.08350325495211859
3495243,male,40,,Aries,,0.1466158945901593
3495288,male,15,Student,Gemini,,0.03244622655579446
3495545,male,26,,Gemini,,0.05194620720188902
3495615,male,37,,Cancer,,0.088144557988308
3495649,male,14,,Cancer,,0.0244449333735048
3495746,female,33,Education,Aries,,0.06703349920996428
3495822,male,23,,Sagittarius,,0.14262773655081118
3495887,male,17,Student,Cancer,,0.04803736758747043
3495919,male,17,,Aries,,0.12702497444684946
3495970,male,16,,Aries,,0.03574879227053141
3496136,female,38,,Libra,,0.10470634146529986
